left_out_block,n_cells_left_out,converged,strong_beta,strong_odds_ratio,strong_ci_low,strong_ci_high
240026,24,True,1.7927308656163308,6.005831210079327,4.54063155983344,7.9438307311782905
240027,23,True,1.7927809488735602,6.006132009201135,4.540839722822321,7.944262276125704
240028,16,True,1.7938594569720867,6.012613165575467,4.545585789771113,7.953104121410016
250003,7,True,1.7945735432801249,6.016908223651106,4.548803481135438,7.9588368066416315
250004,23,True,1.7943617750627487,6.0156341686294095,4.547885109384079,7.957073140680674
250005,24,True,1.7942584226278604,6.015012470318254,4.547445429371761,7.956197733434374
250006,25,True,1.7956927931862074,6.023646417773481,4.553586715748958,7.968293661974849
250007,18,True,1.793839666023525,6.012494171435093,4.545636692693946,7.952700271810947
250008,21,True,1.7943627335832601,6.015639934740912,4.547878737585821,7.957099542996941
250009,24,True,1.7937623788184895,6.012029500522081,4.545280335853641,7.95209449019816
250010,24,True,1.7944942502923615,6.016431143935742,4.548431113732747,7.958226211326284
250011,25,True,1.7939991832511522,6.013453344336712,4.546290749429691,7.954093373603677
250012,24,True,1.7936580419277703,6.011402256779983,4.544802735815986,7.9512707577023924
250013,24,True,1.793233261684528,6.008849274133803,4.542954244341822,7.947751101439798
250014,25,True,1.7938966641884706,6.012836882336464,4.545822804126327,7.9532812719334025
250015,24,True,1.7939374421111383,6.013082078333124,4.545995678406439,7.953627464389845
250016,24,True,1.7939076582670443,6.012902988300986,4.545852749952439,7.953403758425127
250017,24,True,1.793473171620292,6.010291029716007,4.54395431054281,7.949815467570019
250018,22,True,1.7939885955589234,6.013389676080521,4.546199261521575,7.95408500952707
250019,25,True,1.7949227108048544,6.019009499429365,4.550269240036004,7.96183114516852
250020,25,True,1.7952633189343736,6.021059972180545,4.551765212329724,7.964638222198499
250021,21,True,1.7935720881114867,6.010885576020457,4.544347441283335,7.950700485570128
250022,25,True,1.7943922334975149,6.01581739822074,4.547939462502766,7.957462773442389
250023,25,True,1.7939358075473841,6.01307224957514,4.545934972410311,7.9537076746699995
250024,25,True,1.7934916566983532,6.01040213144172,4.543968075261534,7.950085296222058
250025,23,True,1.793230820412779,6.008834604917732,4.542805248010654,7.947972967819413
250026,23,True,1.7931780050724266,6.0085172546535075,4.542568453858266,7.94754772903976
250027,15,True,1.7939351420526535,6.013068247908575,4.545904702323763,7.953750050132743
